driver,year,forest loss by driver,Football Field Equivalents
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Commodity driven deforestation,2020,72552.9147833523,101.0
Unknown,2018,1504.600186343411,2.0
Unknown,2018,1504.600186343411,2.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Commodity driven deforestation,2023,72558.88159577569,101.0
Unknown,2022,1070.804437344207,1.0
Urbanization,2023,1961.9593938767548,2.0
Urbanization,2023,1961.9593938767548,2.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2022,40292.27138441489,56.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Commodity driven deforestation,2019,68880.22106274484,96.0
Unknown,2016,732.0793869073058,1.0
Unknown,2020,808.8347562527094,1.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
Commodity driven deforestation,2018,59559.5441827871,83.0
